artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
August Rosenbaum,63rcA9t6OKdatMpwSUKv6e,Calling Out - Solo Piano,0.993,0.5589999999999999,190857,0.0074,0.9359999999999999,2,0.11699999999999999,-19.88,1,0.43,68.91199999999999,3,0.379,10
August Rosenbaum,4YpboqlOHvwF4JuX6Dfnk4,Milo - Solo Piano,0.995,0.324,280807,0.0215,0.904,5,0.0979,-29.016,0,0.0526,70.186,4,0.11199999999999999,11
Ivan Dorn,00dl413QiHgw2ySaVNHa3N,Trapped,0.0475,0.885,315238,0.66,0.00021,5,0.0857,-5.167999999999999,0,0.0651,126.04,4,0.945,16
Стас Михайлов,6eh4mBknwUK56w60wBtl2g,Журавли летят в Китай,0.18,0.47,215730,0.9279999999999999,0.0,9,0.155,-2.11,0,0.0468,178.042,4,0.8240000000000001,33
Sol Flamingo,1LrOljRjYZxJgtfvydFIyO,Cretino,0.225,0.526,222629,0.542,0.767,11,0.111,-9.854,1,0.0367,121.156,4,0.45399999999999996,26
Sandro,7vWEV1gqe6op6wq2zbYZwq,Whole Lotta Shakin' Goin' On,0.000245,0.467,191647,0.9229999999999999,3.94e-06,7,0.147,-5.171,1,0.13699999999999998,97.177,4,0.672,26
Sandro,5IQDMmp0gseJZDtQBKdDir,Cómo Te Diré,0.171,0.293,191264,0.512,0.0,7,0.215,-7.9270000000000005,1,0.0435,72.154,4,0.33399999999999996,31
Sebastian Fagerlund,6YkECT9NvlbrH8p2BsSqLt,Drifts,0.763,0.0969,718267,0.32,0.9059999999999999,10,0.10099999999999999,-16.313,1,0.0442,86.46700000000001,4,0.0359,3
Yoshi Thompkins,66Ry49U351gqLxKT1KwAOM,The Punisher,0.466,0.718,160784,0.792,0.0,11,0.106,-6.3420000000000005,1,0.29,111.802,5,0.23,14
Grand Corps Malade,2ot1tFj5EmbMci81V8TZrS,Plan B,0.639,0.588,136107,0.873,0.00868,5,0.0842,-6.59,0,0.353,101.96799999999999,4,0.0881,4
Sammy Pharaoh,5NIX8cEnvsEL0Wd3Okdtvk,Mad,0.69,0.518,130873,0.575,2.14e-06,7,0.133,-11.185,0,0.11199999999999999,119.007,5,0.8640000000000001,9
North,11UDaT4rI30odiallp4of8,Blue Pills,0.9470000000000001,0.615,133996,0.248,0.9159999999999999,10,0.10099999999999999,-18.267,0,0.0512,85.999,4,0.287,30
The Pendletons,2p6T0YrOZiq9CNRTd1ORyN,Funk Forever,0.00282,0.85,264828,0.634,0.000932,8,0.122,-8.525,0,0.19899999999999998,115.944,4,0.807,1
Big Shaq,4jLzSjYP82sI691xb9Fimb,Man's Not Hot,0.10800000000000001,0.8909999999999999,186284,0.882,4.28e-05,0,0.105,-4.2589999999999995,1,0.263,135.031,4,0.607,20
Volte,3Z5TtnEVLUX3xoKdxgLATS,Devil in Me,0.0591,0.516,215385,0.845,0.0,9,0.124,-6.653,0,0.0749,156.217,4,0.525,0
Roméo Elvis,4Kq07VYNkIvrTJT9Tb3pT2,Bébé aime la drogue,0.7140000000000001,0.898,226148,0.314,9.21e-06,7,0.102,-11.120999999999999,1,0.4,120.01700000000001,4,0.261,47
S.dot,4HuPJLGZ5pmc4IOB7L25Vi,My Lil Bitch (feat. 485fredro),0.0133,0.6679999999999999,195135,0.532,2.51e-05,1,0.13699999999999998,-9.845,1,0.162,147.09799999999998,4,0.42200000000000004,19
Roméo Elvis,2vb5XhccDzw3NTmCbkf7rg,Samy - Pt. 3,0.71,0.655,199605,0.505,0.0,9,0.162,-12.052999999999999,0,0.239,103.176,4,0.266,43
Good Intent,3ZaHKVJNjsymnvUKMn1BRl,Deserve It,0.11800000000000001,0.7240000000000001,222720,0.526,0.000174,11,0.128,-7.91,1,0.0377,125.009,4,0.802,9
Bust-R,3jKlEs9hQ3nXSBCAwG3I0d,We Are the Ones - Radio Edit,0.0317,0.607,187857,0.899,0.00115,1,0.10400000000000001,-1.729,0,0.0613,126.01,4,0.19899999999999998,28
Home Wrecked,2XcF3ze8eUrwQl9uf0DOlk,Moving Day,0.00299,0.556,219225,0.738,2.16e-06,0,0.17300000000000001,-6.146,1,0.0357,135.002,4,0.546,16
Lytos,4UIhWtBGKSZp7kzArUIEOE,Léelo Del Revés,0.647,0.546,75080,0.7340000000000001,0.0,9,0.121,-11.520999999999999,1,0.524,179.91099999999997,5,0.872,8
Woodes,56CNWxCS5QZnEdU7LPgcmu,Higher,0.503,0.604,247172,0.45399999999999996,0.0,6,0.138,-6.7139999999999995,0,0.0348,119.697,4,0.125,23
Skylike,7MuhuWpiD44TPHDswGC8cv,Higher,0.0558,0.741,200663,0.789,0.733,10,0.0737,-7.683,0,0.0626,128.033,4,0.302,28
Jaz Dhami,4Hl77Vnym0ujVNSBdZMnTn,So Simple,0.16399999999999998,0.607,200458,0.518,0.0,4,0.106,-7.386,0,0.0459,125.01700000000001,4,0.384,24
Kill Bill: The Rapper,2qc4O8He1nCmns9fES6wU6,Young Dolph,0.0049,0.821,111098,0.914,1.35e-06,0,0.0583,-4.083,1,0.207,133.079,4,0.889,24
F430,71O43YOU8Ku62KIzju5fjH,Battosai,0.368,0.7290000000000001,245821,0.7240000000000001,4.3700000000000005e-05,1,0.102,-6.5329999999999995,1,0.0376,110.115,4,0.14800000000000002,1
MoonManFlo,2zEDkLxpfzxmWyig4qoAxU,Tell Nobody,0.313,0.665,168568,0.619,2.3100000000000002e-05,1,0.052000000000000005,-9.689,1,0.36200000000000004,85.04700000000001,4,0.217,0
King Kofi,2vKFiy1WznfRjNJ3pdLQ1S,Rabbit Season,0.61,0.669,224000,0.588,0.0,1,0.223,-6.138,1,0.42,180.12,4,0.484,2
iamsavon,2rMGHN6k4zh1iSAcyG7ljw,Set Back,0.0148,0.693,141244,0.758,0.0006230000000000001,7,0.36200000000000004,-3.73,1,0.0485,129.99,4,0.243,0
Anna Essick,5zHgA4J4CrOaUvQ9UD219j,Pause,0.22699999999999998,0.484,184555,0.7090000000000001,0.0,10,0.10099999999999999,-5.882999999999999,1,0.0747,160.113,4,0.231,0
j^p^n,3gBtrgAia3lcSVObdghobt,Peaceful,0.674,0.488,165001,0.611,0.249,2,0.157,-10.600999999999999,0,0.368,77.926,4,0.19899999999999998,23
j^p^n,7x9P3wBbviwSrFlSWoKUxc,Holy,0.313,0.664,189091,0.557,0.0896,2,0.191,-8.629,1,0.0589,132.134,4,0.16,23
Cure Culture,3YJRIjFGQW5q9LhQdD8vl9,Icarus,0.188,0.271,217477,0.515,0.000906,9,0.0913,-5.615,1,0.0313,126.97,3,0.17600000000000002,11
Dramma,0V5LXUVKCpKLTjARAnwwPk,Океан (feat. Лёша Свик),0.586,0.41100000000000003,253128,0.33399999999999996,0.23,7,0.151,-14.172,0,0.0843,91.171,4,0.0671,13
Simon Chylinksi,6ipvVXq40yRRTSG1cT3CSO,Mushroom Forest,0.36200000000000004,0.157,134671,0.0417,0.867,2,0.111,-26.879,1,0.0452,79.262,4,0.0418,26
Simon Chylinksi,18OrFkH1sTkNwGN3G4pgLA,Safe in Kelp Forest,0.18100000000000002,0.16,90950,0.0811,0.965,2,0.114,-24.313000000000002,1,0.0451,138.531,4,0.106,26
Simon Chylinksi,0EfJKQWBSABTALaNGC6Alr,Shallows,0.032,0.172,109990,0.08,0.8959999999999999,0,0.102,-23.101,1,0.0475,111.749,3,0.0313,27
Simon Chylinksi,6n0R6tdNBIZ0Qokscy2PcY,Unknown Flora,0.0605,0.47200000000000003,163200,0.242,0.929,2,0.14300000000000002,-15.58,1,0.0306,100.056,4,0.0325,27
Dominik Eulberg,6quBUtnsV4fT3UVrwZzv4c,Tintenfischpilz,0.0553,0.807,528000,0.478,0.8590000000000001,11,0.113,-9.044,0,0.0575,126.021,4,0.648,0
So Below,5JXPH0OX5P3X48gog25vRK,Hard,0.0607,0.556,192156,0.687,0.0012699999999999999,10,0.0591,-7.773,0,0.0352,75.028,4,0.733,18
Lingo,0uelnaj6l5VCn9heCEHW2G,"Charlotte, Vol. 2 (feat. Shadow, G Syn, Jacc D. Frost, Smith West, Keyza Soulsay & Minds Eye)",0.268,0.721,234667,0.858,0.0,1,0.7120000000000001,-6.006,1,0.252,89.931,4,0.9229999999999999,0
Levi Riggs,4LPWorpUKaygofFl3FtQaC,Wake up the Saints,0.19899999999999998,0.588,190683,0.5,0.0,11,0.10099999999999999,-6.5760000000000005,1,0.0276,136.92,4,0.415,6
Walter Wolfman Washington,7qPZXfT2iIahRSXred0Fsf,I Don't Want To Be A Lone Ranger,0.8909999999999999,0.537,293523,0.203,0.0462,0,0.12,-15.505999999999998,1,0.0738,65.865,4,0.569,11
Walter Wolfman Washington,5995gKDlfGL6exDF1YdPHL,She's Everything To Me,0.9670000000000001,0.528,397827,0.0937,0.000269,10,0.113,-13.382,1,0.0464,101.454,4,0.0833,18
Walter Wolfman Washington,7MlDeZXQUR1kwea0gF2vlE,Are You The Lady,0.872,0.47,270764,0.17,0.0067599999999999995,10,0.127,-12.933,0,0.0283,95.65100000000001,4,0.0946,19
Apache Chief,57Hmj16DV6x3TmdbRWG96Q,House of Cards,0.152,0.623,175385,0.748,0.0,9,0.127,-5.934,1,0.0471,91.01899999999999,4,0.188,19
Jāmin,5MTCoA6lhQC9v8isn9fW5z,Tell Me Now (feat. Charmello),0.273,0.762,233773,0.758,2.98e-06,11,0.0939,-5.899,0,0.064,123.081,4,0.541,0
Dexfa,7gGshnbiAnJ92ATrXgnaMG,Take It Slow,0.591,0.7859999999999999,187469,0.78,2.28e-06,0,0.129,-5.6610000000000005,1,0.0566,100.027,4,0.49200000000000005,22
Aqueous,1OBSFJziW7bRPC8v8fWCxi,Origami (Live),0.00912,0.424,680250,0.67,0.33799999999999997,2,0.10400000000000001,-9.135,1,0.0593,128.468,4,0.5579999999999999,7
Life Church Music,3ZmICdBSpRzkZ5cd2yaqS7,No One Like You (Live),0.008029999999999999,0.37,359680,0.6709999999999999,1.0199999999999999e-05,4,0.387,-6.305,1,0.0388,78.476,4,0.0949,13
Lucy Fer,7nhwSW7kpXafFiBSKixWZI,No Love Avenue,0.742,0.795,177276,0.43200000000000005,0.0152,5,0.102,-11.604000000000001,1,0.23600000000000002,119.93799999999999,4,0.418,0
Spectre Jones,2DSpDVCcp0nfOkuhPUdero,Fire in the Dust,0.5920000000000001,0.621,273221,0.41,2.42e-05,1,0.10400000000000001,-11.557,1,0.0296,119.994,4,0.396,17
Rezonate,6OFt3zdRgGo4HJiNcARW9H,Toadstools,0.0213,0.7020000000000001,208728,0.659,0.0011099999999999999,0,0.0534,-10.182,1,0.133,161.026,4,0.718,20
Abby Sage,1UEAXN8QlFq47J1vA68Z6k,Run to Me,0.611,0.76,166921,0.475,8.2e-06,2,0.127,-9.288,1,0.047,117.839,4,0.498,7
Casey Abrams,4ayZd53nKhz3RhQHygX3XW,Never Knew,0.821,0.7170000000000001,238125,0.0969,0.013999999999999999,7,0.0782,-18.755,0,0.0425,75.277,4,0.263,11
Westy,7EUpvv5tyDgEEDQhdyespS,Residence,0.027000000000000003,0.618,167889,0.44799999999999995,0.767,9,0.0924,-10.248,0,0.0676,107.181,3,0.07400000000000001,18
Wolfgang Amadeus Mozart,0rR4Hp04WgsthtA8YU76wL,"Symphony No. 39 in E-Flat Major, K. 543: III. Menuetto. Allegretto (Live)",0.958,0.387,235760,0.0471,0.515,3,0.157,-20.925,1,0.0409,145.355,3,0.545,5
Wolfgang Amadeus Mozart,6eD373GrYMVR1Zb6E5oDQp,"Symphony No. 39 in E-Flat Major, K. 543: IV. Finale. Allegro (Live)",0.956,0.462,365227,0.35,0.6409999999999999,3,0.925,-18.51,1,0.065,138.48,4,0.485,6
Jacin Trill,1wi8Xf1vUjCPHNNWDrPIny,Pizza Bij,0.127,0.805,134000,0.614,1.09e-05,5,0.126,-9.129,0,0.26899999999999996,160.089,4,0.76,6
Sleepy D,6BGwXXGH6AZTl796hKyc2t,First Day (feat. Marlo Mari),0.054000000000000006,0.8,180062,0.907,0.0,4,0.0625,-4.059,0,0.237,93.98200000000001,4,0.662,12
Octubre Doce,2IlYBfNnAak7wVpVAq83ET,Te Quiero y Más,0.581,0.706,172500,0.284,0.0,5,0.0821,-8.259,1,0.0591,130.534,4,0.187,28
Adrian Daniel,3haSr5vZr7jLja2ND4uvV7,Dreaming,0.893,0.35600000000000004,226234,0.303,0.0349,7,0.0844,-8.044,1,0.028999999999999998,118.65899999999999,4,0.217,0
Guy J,6epsi7BCwcDsVMS7vqNN01,Aurora,0.000469,0.7240000000000001,567000,0.9329999999999999,0.847,9,0.0749,-8.025,1,0.0348,123.008,4,0.129,24
Layup,1DSxLthWqkMCYvGfgg8R2m,Natural Rattle,0.259,0.6,197500,0.573,0.0017699999999999999,9,0.129,-9.89,1,0.0273,100.02,4,0.183,20
Twelve'len,2xVzhDbm7uJq8XboeqqY0J,Gallery,0.0228,0.586,171414,0.534,2.0300000000000002e-05,9,0.0955,-10.874,1,0.106,89.88,4,0.29100000000000004,7
Anthony B,0osm5X1TWQNY5ax0Ms74mH,Stop Fighting The Reggae,0.57,0.629,246105,0.588,0.0,7,0.264,-8.411,0,0.134,131.757,4,0.536,19
Annette Moreno,77YQWmsCN2WVPfNVhRolTw,"Casi, Casi",0.0576,0.7240000000000001,236583,0.746,0.0,4,0.11599999999999999,-6.801,0,0.027000000000000003,116.96,4,0.863,0
Malu Vuitton,1pQFP9x49Ib0WTXC59tc9I,Rosario Tijeras,0.259,0.5720000000000001,210280,0.858,1.09e-06,6,0.132,-4.726,1,0.35700000000000004,187.84400000000002,4,0.424,36
Tha Land Lord,51AzfAvYv91l7YlyGCSNtP,Paranormal Activity (feat. Don Trip),0.0686,0.675,231967,0.48200000000000004,0.0,10,0.267,-11.333,0,0.45399999999999996,150.041,4,0.245,6
Kevin Penkin,1wXbAm4r3aQ66fN1kS08ab,Fragments,0.978,0.381,83083,0.0809,0.893,9,0.0915,-24.851,0,0.0374,111.93700000000001,4,0.14400000000000002,25
Kevin Penkin,3whWoR4u3joADjQIy7b3nX,Let Go,0.7490000000000001,0.17600000000000002,150125,0.069,0.8240000000000001,11,0.107,-25.803,0,0.0372,77.899,4,0.0926,25
Brighten,3estWSfLmAxthrIXLywC7x,King vs. Queen (Acoustic),0.552,0.56,219690,0.439,4.17e-06,2,0.151,-8.37,1,0.0295,125.037,4,0.369,18
The Heavy Pets,4TM1hcM6ZNPYd58IAqmUNx,Real News,0.016,0.33299999999999996,355927,0.757,0.0516,6,0.217,-7.66,0,0.0398,169.831,4,0.597,11
Lionel Richie,2LXE4rDn8zKQ3hsevw1fB0,"Endless Love (feat. Diana Ross) - From ""The Endless Love"" Soundtrack",0.645,0.218,267867,0.33399999999999996,1.3000000000000001e-05,10,0.139,-9.53,1,0.0292,186.206,4,0.212,28
Bryan Adams,6Rn1yIYQMjRlq1Rekz4MdO,(Everything I Do) I Do It For You,0.0825,0.518,394733,0.423,1.99e-05,1,0.0765,-10.137,1,0.0275,131.219,4,0.235,22
Stephen Flores,5hGmSIwQnaonIxbgC8jmai,So Good,0.0434,0.644,224000,0.613,0.19,6,0.0948,-6.6610000000000005,0,0.0631,150.007,4,0.505,22
Etho Pathos,3PZJ4j5mAzVRqwAoFpOOch,All Week,0.27899999999999997,0.39,183184,0.715,0.0,7,0.772,-8.567,1,0.10800000000000001,71.077,4,0.198,0
Chill Carrier,3NREuxQmq5eITxVIrdZGhs,Dark Walkers Theme - Original Mix,0.282,0.57,339389,0.5770000000000001,0.7559999999999999,9,0.16699999999999998,-5.761,0,0.0368,149.97899999999998,4,0.32299999999999995,5
Repose,5jFPhFggYOhNmAliCw1Ipu,Stones Throw - Original Mix,0.34,0.557,204973,0.8009999999999999,0.94,9,0.0836,-8.231,0,0.0315,95.01,4,0.307,5
Jerald Drai,6ptetoEyXTbwdRrDCwiHXf,Chill Night - Original Mix,0.21899999999999997,0.7290000000000001,199615,0.37,0.9440000000000001,7,0.10800000000000001,-9.947000000000001,1,0.0316,148.05200000000002,4,0.24600000000000002,5
Cinematic Harmony,6cWOEj8bKD82p1ZjiXX3ka,Ambient Choir - Original Mix,0.8340000000000001,0.132,167464,0.214,0.9259999999999999,7,0.11800000000000001,-16.645,0,0.0347,153.976,4,0.0741,5
Chill Carrier,4Pmy0OxcqlrxtH5ilQcd75,Stiller - Original Mix,0.048,0.7140000000000001,301814,0.547,0.835,6,0.135,-9.686,0,0.0372,139.97299999999998,4,0.785,5
Musical Mandalas,2qwwkHqicNDew4USDPsaPE,Flying - Original Mix,0.946,0.14,298960,0.0326,0.863,2,0.11199999999999999,-23.476,1,0.0439,67.84899999999999,4,0.0494,4
Gustavo Coutinho,1AYbHpUaE4eWqODoCktC7h,Brand New Day - Original Mix,0.7070000000000001,0.456,77646,0.3,0.753,0,0.128,-14.179,1,0.0294,140.067,4,0.0489,3
Kevin Dupont,5cLTYv6UduU5HfgA45XfKo,Hollow Books - Original Mix,0.111,0.7909999999999999,250543,0.392,0.841,0,0.0779,-10.638,0,0.0411,145.619,4,0.588,5
Jeff Whitcher,5dsTfhDXj7pnvrhlM1EEai,Beauty Intoxicating - Original Mix,0.348,0.7659999999999999,240669,0.46,0.935,10,0.428,-10.342,0,0.0544,148.031,4,0.5489999999999999,5
Wolftooth,3g1dODr7X7xpqq2jGs33wR,Captivity - Original Mix,0.0466,0.718,184449,0.626,0.8340000000000001,7,0.0994,-9.597999999999999,1,0.0318,140.003,4,0.7559999999999999,3
Federico Chieli,3U55Wr5yiAW8bl6Z12fmlV,Subways - Original Mix,0.58,0.7979999999999999,80959,0.371,0.927,2,0.111,-13.184000000000001,0,0.0683,98.057,4,0.61,6
Tony Lewis,3mKH6KGEuJyp0Kjxt9zLFP,Haven Breeze - Original Mix,0.626,0.555,241464,0.524,0.907,10,0.121,-11.186,0,0.0322,147.991,4,0.547,3
Nicola Quagliato,5CpSxHTjhusSAu1zaApOEF,Sugar Firefly - Original Mix,0.0488,0.6409999999999999,296509,0.6729999999999999,0.847,9,0.239,-7.193,0,0.0284,132.049,4,0.265,4
Sonic Moon,4s06Uvtr2hXL5faNp1oRTp,Horizontal Colours - Original Mix,0.848,0.505,272241,0.34600000000000003,0.902,0,0.11,-10.619000000000002,1,0.0378,70.01100000000001,4,0.0943,3
Jive Ass Sleepers,1zetIYl11TKFYyAHnwzwui,Sub Zero - Original Mix,0.375,0.6809999999999999,209310,0.35600000000000004,0.609,1,0.111,-11.130999999999998,1,0.0625,144.10299999999998,4,0.0658,3
Strannik,2LZrtc99EK5sTxG0uBJkyA,An Hour Before Dawn - Original Mix,0.524,0.513,340708,0.532,0.968,6,0.10400000000000001,-10.999,0,0.0356,116.009,4,0.187,3
Carlo Gargioni,7FxAu7VPyXqxi6gakTvzMp,Ethereal - Original Mix,0.23600000000000002,0.589,166091,0.45799999999999996,0.755,1,0.10800000000000001,-13.592,1,0.0321,129.972,4,0.41100000000000003,3
Stanislav Spegel,3bCt50kWB3zdKvFzKhOIAR,Inconsolable Sorrow - Original Mix,0.19899999999999998,0.7609999999999999,191208,0.368,0.813,7,0.461,-9.689,0,0.0657,130.033,4,0.884,5
Jeff Woodall,6TrMkzEvzwfnSi2rv3ornq,Under The Ocean - Original Mix,0.862,0.6609999999999999,246282,0.366,0.845,1,0.10800000000000001,-11.639000000000001,1,0.0327,120.005,4,0.303,5
Sergey Firsov,74eGO4Y6pw4M0J0BLdJOsM,Nemo - Original Mix,0.836,0.326,224609,0.665,0.91,7,0.15,-10.293,1,0.0524,155.951,4,0.159,5
Achillefs Sourlas,6a81gamiJbijyVG40bVULB,A Piece Of Soul - Original Mix,0.0515,0.518,243870,0.578,0.718,4,0.562,-6.497999999999999,0,0.0344,119.97399999999999,4,0.446,5
Jack Wyles,7LozCh7ECYGEKV7w5CND5s,Cold Nite In Shantytown - Original Mix,0.0294,0.7490000000000001,92731,0.44299999999999995,0.778,9,0.094,-10.85,0,0.0585,149.97799999999998,4,0.757,4
Patrick Williams,1dQCszxyArFp1WbAVO6IFc,Linger Longer - Original Mix,0.624,0.48,347141,0.465,0.899,11,0.113,-11.192,0,0.0283,70.02199999999999,4,0.302,3
Balam Acab,3y5bNASMqUJ8Cb2bPdbYYk,Bestdream,0.21,0.745,208040,0.557,0.655,11,0.0652,-12.123,0,0.162,90.036,4,0.7040000000000001,16
J. Hamilon,23Dj5GpWynJZU3rESNwjk3,Due Time,0.626,0.664,247893,0.6559999999999999,0.000559,4,0.161,-7.507999999999999,1,0.151,101.979,4,0.557,0
Pink $ock,7bzvT1SarSriL5nzsTyMk3,Extra,0.00119,0.684,146309,0.643,0.0229,7,0.21100000000000002,-9.731,1,0.039,130.076,4,0.38,14
Laughingtube,36feE3L22Vg8dMvP1lIBXh,Calcite - Original Mix,0.961,0.467,344491,0.369,0.557,9,0.149,-10.743,0,0.03,72.05,4,0.0698,6
Michael Wheeler,502YNfDz0G1DF7pgSMCoz5,Welcome Mat - Original Mix,0.971,0.573,152684,0.337,0.63,2,0.138,-7.825,1,0.0389,133.162,4,0.18100000000000002,6
Michael Price,5LGeQoVKoOUkzJFZykUnur,Warming Up - Original Mix,0.5489999999999999,0.456,246546,0.536,0.618,9,0.1,-9.052,1,0.0313,150.08,3,0.17,5
Michael Price,57lYRBIo1NZX45MOZxI5jS,Casual Weekend - Original Mix,0.07,0.586,128359,0.654,0.925,9,0.586,-10.904000000000002,0,0.0406,101.995,3,0.715,5
Irina Radosavljevic Arina,7CiYnmzh9KNPYdusi4VoLy,Born Digital - Original Mix,0.10800000000000001,0.588,247441,0.608,0.9129999999999999,0,0.0753,-10.796,0,0.0457,176.02599999999998,4,0.861,6
Music Candy,5nllQwZ4JannM5djuh7WV6,Peaceful River - Original Mix,0.9840000000000001,0.488,102209,0.44,0.9179999999999999,11,0.12300000000000001,-9.297,1,0.0356,136.14600000000002,4,0.512,5
Barry Keller,5WTG6rKAELIA0Wgx928CbH,Equal Balance - Original Mix,0.9490000000000001,0.161,268373,0.415,0.937,2,0.109,-10.805,1,0.0314,142.071,4,0.11699999999999999,5
Rik Roberts,2sxOQjeOEaeXszc7D2tKHD,Transendental - Original Mix,0.991,0.5529999999999999,202958,0.462,0.9129999999999999,0,0.13,-8.84,1,0.0317,129.97,4,0.142,4
Score FX,0cH3LJ5dBYrCkxGz2ZpMuQ,Dreaming City Is7 - Original Mix,0.0182,0.61,178813,0.591,0.929,3,0.159,-11.190999999999999,0,0.0285,99.992,3,0.317,4
Midnight Watchman,38lsNoBAu6T0fbV6TxKu7r,Chaos In The Cold - Original Mix,0.93,0.609,206501,0.43700000000000006,0.903,5,0.107,-14.177999999999999,1,0.0293,130.055,4,0.133,5
Charles Holgate,75VFmYuaMLtz0bQ9StjaAQ,Early Evening - Original Mix,0.9109999999999999,0.315,177818,0.13699999999999998,0.9640000000000001,2,0.10800000000000001,-14.258,1,0.0328,76.013,4,0.0879,5
Mitsch Kohn,6wjtoLusuhq3cmhEvjCCMZ,River Of Live - Original Mix,0.9690000000000001,0.325,208152,0.18899999999999997,0.895,9,0.0977,-15.71,0,0.0292,138.982,3,0.136,4
Peter Vantine,0tA4gg0hdR1Rqv0uzToUvj,Moody Ostinato - Original Mix,0.889,0.47700000000000004,114329,0.33,0.919,0,0.10300000000000001,-16.062,1,0.0288,142.00799999999998,4,0.248,5
Oliver Sadie,4nzUcd4AbArfZ95EtDQJv5,Home And Hearth - Original Mix,0.687,0.494,188881,0.545,0.852,7,0.0972,-10.075,1,0.03,138.032,4,0.531,5
Igge Scoce,4awzsveQBDZRWUwcKCfIPM,Ocean Hymn - Cinematic Ambient Chants - Original Mix,0.222,0.516,320684,0.498,0.757,11,0.10400000000000001,-14.380999999999998,0,0.0432,148.033,4,0.2,5
Richy Kicklighter,3ISqzOOUYuBMytIC6dAW26,Twilight - Original Mix,0.895,0.354,137038,0.436,0.588,2,0.38799999999999996,-9.354,1,0.0394,108.186,4,0.0672,5
John Lawrence Schick,3zgfmZycTz0dIwNZUnuAoB,Blue Water - Original Mix,0.9940000000000001,0.675,89813,0.113,0.932,4,0.0925,-16.612000000000002,1,0.0782,131.795,4,0.424,3
Ken R Thomassen,6ftuXp57hlHNzNUZViaYVo,The Widow - Original Mix,0.851,0.348,130083,0.436,0.929,7,0.10800000000000001,-8.112,1,0.0294,75.819,4,0.0854,4
Recode the Subliminal,7LhTzR6SDvcYeUM32eN3qw,In a Different Light,0.0037,0.5489999999999999,240312,0.9009999999999999,0.0006580000000000001,2,0.33299999999999996,-5.832999999999999,0,0.0584,103.01100000000001,4,0.174,11
Henry Metal,5bbBjwbcl6ipVYIeqzcjrl,Deadlift,0.0026,0.585,241360,0.892,0.007370000000000001,9,0.392,-5.24,1,0.0377,120.98899999999999,4,0.638,0
Henry Metal,6iLAEz98ttxEoYAnZLpaj7,Indoor Scooter Man,0.00399,0.529,216575,0.9079999999999999,0.6679999999999999,8,0.258,-7.291,0,0.0531,91.056,4,0.833,0
Eckhardt And The House,0pnT2H2ReoYmKHyxMbp1ae,If You Cannot Talk,0.0318,0.728,203210,0.88,0.00224,5,0.0462,-5.841,0,0.0349,109.01700000000001,4,0.9390000000000001,25
Dami Im,43A0IMhbdD2nQ13hi7vEhv,I Say a Little Prayer,0.252,0.728,221667,0.6859999999999999,0.0,7,0.0803,-6.529,1,0.0456,131.887,4,0.5710000000000001,22
Alfons,0UgLpha0qjrN1b7MMhDzTW,Again,0.0822,0.6759999999999999,182069,0.561,0.00115,8,0.122,-8.801,1,0.0419,145.054,4,0.0684,19
Raindrops Sleep,4BpQBPituHlmNdWdhdOzgb,Window Rain,0.469,0.33799999999999997,187031,0.9890000000000001,0.9740000000000001,9,0.546,-20.473,0,0.0517,60.648,4,0.0207,0
Yid,3R83VtI9w6I3QTxe74SLKp,In the Field,0.00305,0.7440000000000001,213100,0.662,0.0,11,0.141,-4.582,0,0.09300000000000001,98.00399999999999,4,0.0967,7
Mellow Mood,4xwfvNbTSJ56oIS6SmwlXz,Ms. Mary,0.065,0.7959999999999999,259566,0.7290000000000001,5.94e-05,11,0.27899999999999997,-4.76,0,0.0629,152.003,4,0.792,38
Mellow Mood,1GtJLda3q1xRy34J6lR23q,Sound of a War,0.235,0.894,201388,0.6970000000000001,0.0,8,0.0896,-5.93,0,0.0708,82.00299999999999,4,0.9540000000000001,43
Floor 88,0CY3DW5iBkmNDjfqZ183J2,Aqilah,0.0585,0.634,219893,0.865,1.8100000000000003e-05,0,0.33399999999999996,-3.685,0,0.0313,130.006,4,0.8079999999999999,45
Afgan,2n5MdJ8bdz4QYOTdeZaBd5,Panah Asmara,0.0646,0.7490000000000001,274540,0.764,0.00015800000000000002,8,0.0364,-5.9910000000000005,1,0.0474,122.98200000000001,4,0.96,50
MC Galaxy,3DIjpyyoRzNQIxHvQAPltD,Kase,0.138,0.852,200000,0.9279999999999999,0.0,1,0.493,-1.236,0,0.209,128.911,4,0.6659999999999999,17
Клава Кока,7z3Cd2RlU5rWnWgRVLoGWC,Я полюбила,0.0938,0.659,197667,0.863,2.8100000000000002e-05,8,0.33299999999999996,-3.0589999999999997,1,0.0403,90.00399999999999,4,0.767,19
Jagjit Singh,5Ai8CIp3eDLFz52PVmPGWg,"Hoshwalon Ko Khabar Kya (From ""Sarfarosh"")",0.243,0.537,307000,0.447,0.0,6,0.254,-12.014000000000001,1,0.031,94.085,4,0.535,26
Lil Kapow,19nP9xU6MNCUTVIPUCyyDj,Wonderbread,0.228,0.6459999999999999,144536,0.877,0.0,1,0.217,-5.643,0,0.414,141.96,4,0.7340000000000001,18
Epic Score,6HpQDnBKUWMZfRFGRtuVw7,Triumph of Spirit,0.573,0.0701,189418,0.325,0.943,7,0.134,-11.59,1,0.0347,76.67399999999999,3,0.0384,23
